"gene_id"	"cons_50kb"	"cons_100kb"	"cons_200kb"	"cons_500kb"	"cons_1000kb"
"ENSG00000138069"	0.0563	0.05359	0.036065	0.041784	0.052806
"ENSG00000138071"	0.08324	0.06523	0.054285	0.055666	0.053405
"ENSG00000138073"	0.07742	0.0782	0.11083	0.107326	0.086673
"ENSG00000138074"	0.10198	0.1093	0.09574	0.118114	0.08819
"ENSG00000138075"	0.06796	0.06073	0.06909	0.066314	0.067499
"ENSG00000138078"	0.07978	0.05316	0.05608	0.076062	0.095587
"ENSG00000138079"	0.0473	0.04725	0.05651	0.069996	0.092817
"ENSG00000138080"	0.16362	0.14008	0.097325	0.089374	0.084751
"ENSG00000138081"	0.04642	0.08746	0.073805	0.04661	0.044066
"ENSG00000138083"	0.17234	0.10949	0.09041	0.110524	0.101079
"ENSG00000138085"	0.16184	0.12469	0.10073	0.121114	0.087874
"ENSG00000138092"	0.06142	0.07392	0.05758	0.04663	0.052427
"ENSG00000138095"	0.13908	0.12242	0.08944	0.07084	0.066341
"ENSG00000138100"	0.07548	0.10584	0.150815	0.119428	0.08721
"ENSG00000138101"	0.02208	0.01811	0.02171	0.038472	0.043645
"ENSG00000138107"	0.12106	0.07597	0.110795	0.1235	0.101237
"ENSG00000138109"	0.01244	0.00769	0.007865	0.007542	0.028197
"ENSG00000138111"	0.0939	0.10626	0.12267	0.126664	0.102969
"ENSG00000138115"	0.01934	0.01158	0.007475	0.011112	0.029883
"ENSG00000138119"	0.05822	0.05301	0.058625	0.054192	0.057354
"ENSG00000138131"	0.11624	0.08273	0.069305	0.070718	0.070945
"ENSG00000138134"	0.0603	0.04405	0.029555	0.023276	0.027101
"ENSG00000138135"	0.02702	0.01736	0.015555	0.020244	0.026954
"ENSG00000138136"	0.1457	0.09876	0.09481	0.117188	0.136347
"ENSG00000138138"	0.0293	0.03795	0.04928	0.042254	0.043569
"ENSG00000138152"	0.01544	0.01519	0.032895	0.03133	0.027939
"ENSG00000138160"	0.06426	0.04555	0.05875	0.053196	0.059998
"ENSG00000138161"	0.02408	0.02408	0.025335	0.034664	0.05292
"ENSG00000138162"	0.01994	0.02413	0.02469	0.027268	0.02993
"ENSG00000138166"	0.09342	0.06212	0.060385	0.059616	0.067268
"ENSG00000138172"	0.09786	0.08703	0.077585	0.072428	0.059117
"ENSG00000138175"	0.10442	0.11946	0.1138	0.08438	0.089386
"ENSG00000138180"	0.04262	0.03137	0.03355	0.05452	0.058359
"ENSG00000138182"	0.07204	0.06276	0.043665	0.03324	0.027572
"ENSG00000138185"	0.01822	0.02823	0.03105	0.04286	0.053718
"ENSG00000138190"	0.04306	0.04777	0.059115	0.068144	0.064131
"ENSG00000138193"	0.03704	0.04433	0.053735	0.057062	0.050191
"ENSG00000138207"	0.05112	0.04681	0.04525	0.049506	0.053414
"ENSG00000138231"	0.0443	0.03802	0.04233	0.0412	0.042916
"ENSG00000138246"	0.10576	0.08134	0.061715	0.045686	0.03368
"ENSG00000138271"	0.04346	0.03876	0.04426	0.043218	0.034005
"ENSG00000138279"	0.03952	0.08715	0.082645	0.07869	0.091621
"ENSG00000138286"	0.0556	0.06403	0.062385	0.061572	0.065393
"ENSG00000138293"	0.04884	0.03933	0.03762	0.0379822222222222	0.0410266666666667
"ENSG00000138294"	0.02002	0.02816	0.03363	0.0380311111111111	0.0407233333333333
"ENSG00000138297"	0.0708	0.06038	0.048435	0.0356488888888889	0.03995
"ENSG00000138303"	0.04796	0.04297	0.06154	0.0501	0.048582
"ENSG00000138308"	0.03404	0.03973	0.04696	0.047702	0.050131
"ENSG00000138311"	0.05218	0.05051	0.055225	0.052996	0.083833
"ENSG00000138315"	0.0644	0.0608	0.04612	0.049652	0.044701
"ENSG00000138316"	0.03688	0.04498	0.03049	0.03669	0.034718
"ENSG00000138326"	0.06354	0.0629	0.051295	0.05297	0.046162
"ENSG00000138336"	0.0394	0.04971	0.05372	0.05321	0.055884
"ENSG00000138346"	0.05646	0.05468	0.04818	0.057832	0.057015
"ENSG00000138347"	0.0618	0.07008	0.06846	0.064516	0.053026
"ENSG00000138356"	0.03898	0.03594	0.02615	0.050108	0.059383
"ENSG00000138363"	0.0338	0.05529	0.07054	0.048704	0.053608
"ENSG00000138375"	0.03812	0.03581	0.043925	0.046102	0.040359
"ENSG00000138376"	0.06534	0.05486	0.04521	0.065222	0.056747
"ENSG00000138378"	0.02558	0.031	0.03595	0.047332	0.048962
"ENSG00000138379"	0.1038	0.07065	0.042285	0.039842	0.040823
"ENSG00000138380"	0.04468	0.04609	0.037465	0.044262	0.046427
"ENSG00000138381"	0.05104	0.04106	0.047215	0.046448	0.042521
"ENSG00000138382"	0.07188	0.04194	0.04877	0.052056	0.05427
"ENSG00000138385"	0.05326	0.04234	0.046955	0.05257	0.053606
"ENSG00000138386"	0.1168	0.07806	0.05483	0.046596	0.040886
"ENSG00000138395"	0.09212	0.09933	0.083375	0.079032	0.065478
"ENSG00000138398"	0.06354	0.07062	0.06481	0.055314	0.058101
"ENSG00000138399"	0.05204	0.07085	0.071055	0.056898	0.055338
"ENSG00000138400"	0.04058	0.04046	0.03898	0.049974	0.063689
"ENSG00000138411"	0.02206	0.01991	0.027215	0.035708	0.037168
"ENSG00000138413"	0.05284	0.03789	0.054305	0.042616	0.046835
"ENSG00000138430"	0.08126	0.09607	0.104685	0.096616	0.077278
"ENSG00000138433"	0.06838	0.14142	0.10503	0.080328	0.076608
"ENSG00000138434"	0.1266	0.08202	0.06565	0.055402	0.04701
"ENSG00000138435"	0.05854	0.05221	0.046505	0.043082	0.062138
"ENSG00000138439"	0.0177	0.01456	0.036295	0.038124	0.043578
"ENSG00000138442"	0.0315	0.04986	0.03758	0.044168	0.046048
"ENSG00000138443"	0.07414	0.06021	0.05774	0.053788	0.049913
"ENSG00000138448"	0.04194	0.04974	0.03563	0.036324	0.027328
"ENSG00000138449"	0.06264	0.0415	0.03518	0.041528	0.043945
"ENSG00000138459"	0.05016	0.05401	0.04726	0.031264	0.025654
"ENSG00000138463"	0.02868	0.04404	0.05657	0.051272	0.050465
"ENSG00000138468"	0.0228	0.02331	0.032685	0.04169	0.038642
"ENSG00000138472"	0.02394	0.02253	0.024855	0.025608	0.030408
"ENSG00000138483"	0.04944	0.03543	0.036295	0.044434	0.04885
"ENSG00000138495"	0.04908	0.04068	0.038475	0.050794	0.043017
"ENSG00000138496"	0.04982	0.03938	0.03665	0.039568	0.045676
"ENSG00000138587"	0.04072	0.03163	0.0306	0.033804	0.037481
"ENSG00000138592"	0.04314	0.0501	0.0394	0.04836	0.043792
"ENSG00000138593"	0.07494	0.06475	0.04868	0.04979	0.052625
"ENSG00000138594"	0.03496	0.04053	0.043715	0.044482	0.049489
"ENSG00000138600"	0.04562	0.04502	0.03681	0.0469	0.044375
"ENSG00000138604"	0.03766	0.04148	0.045425	0.037932	0.037159
"ENSG00000138606"	0.10428	0.09539	0.09113	0.059054	0.045469
"ENSG00000138613"	0.02816	0.0531	0.04623	0.049154	0.054056
"ENSG00000138614"	0.06124	0.0535	0.059755	0.067472	0.069682
"ENSG00000138615"	0.10294	0.08374	0.07211	0.073218	0.061901
"ENSG00000138617"	0.06496	0.04606	0.071475	0.076796	0.063759
"ENSG00000138621"	0.01344	0.022	0.0241	0.04183	0.056019
"ENSG00000138622"	0.1259	0.09645	0.07422	0.053998	0.053902
"ENSG00000138623"	0.11332	0.08156	0.054645	0.066464	0.061824
"ENSG00000138629"	0.07856	0.07451	0.05672	0.061104	0.058887
"ENSG00000138639"	0.03236	0.03138	0.02793	0.022284	0.023439
"ENSG00000138640"	0.0179	0.01316	0.016055	0.027032	0.028517
"ENSG00000138641"	0.02266	0.03213	0.03912	0.036606	0.026708
"ENSG00000138642"	0.03454	0.02822	0.02594	0.023396	0.028939
"ENSG00000138646"	0.04718	0.03917	0.02979	0.032802	0.02841
"ENSG00000138650"	0.09298	0.11537	0.06727	0.040508	0.032681
"ENSG00000138653"	0.0405	0.04012	0.03426	0.034916	0.025948
"ENSG00000138658"	0.03628	0.0408	0.06161	0.053116	0.038444
"ENSG00000138660"	0.04242	0.0278	0.03346	0.04044	0.04468
"ENSG00000138663"	0.0437	0.03762	0.029095	0.037376	0.032099
"ENSG00000138668"	0.12004	0.06922	0.062665	0.041514	0.041322
"ENSG00000138669"	0.06136	0.04333	0.04162	0.041254	0.039947
"ENSG00000138670"	0.03676	0.03435	0.04134	0.041316	0.041388
"ENSG00000138674"	0.07552	0.06506	0.05746	0.041354	0.035357
"ENSG00000138675"	0.0915	0.06303	0.05142	0.055588	0.048772
"ENSG00000138678"	0.0246	0.02485	0.02449	0.044652	0.044464
"ENSG00000138684"	0.061	0.04414	0.035235	0.032068	0.042027
"ENSG00000138685"	0.01854	0.02775	0.03121	0.032624	0.031683
"ENSG00000138686"	0.06146	0.06757	0.05866	0.035104	0.034177
"ENSG00000138688"	0.11872	0.08853	0.08361	0.049388	0.047776
"ENSG00000138696"	0.04198	0.04294	0.049155	0.04966	0.057503
"ENSG00000138698"	0.01728	0.02788	0.03412	0.0329	0.028751
"ENSG00000138709"	0.01546	0.02676	0.03383	0.041502	0.048776
"ENSG00000138722"	0.05594	0.0382	0.03098	0.029694	0.02484
"ENSG00000138735"	0.0316	0.03481	0.03267	0.023218	0.021352
"ENSG00000138738"	0.03246	0.03058	0.025885	0.027314	0.026418
"ENSG00000138741"	0.0719	0.05404	0.05585	0.036146	0.037516
"ENSG00000138744"	0.02434	0.0415	0.033955	0.039152	0.03983
"ENSG00000138750"	0.06308	0.05527	0.03848	0.037328	0.040511
"ENSG00000138755"	0.02934	0.04154	0.035545	0.037276	0.040413
"ENSG00000138756"	0.03196	0.0312	0.047615	0.046814	0.054291
"ENSG00000138757"	0.02552	0.07431	0.055845	0.042418	0.035174
"ENSG00000138758"	0.05416	0.07139	0.055885	0.03604	0.029834
"ENSG00000138759"	0.05294	0.04843	0.05663	0.062744	0.049103
"ENSG00000138760"	0.02932	0.0323	0.03001	0.037326	0.036587
"ENSG00000138764"	0	0	0.00023	0.016176	0.027949
"ENSG00000138767"	0.03406	0.06941	0.06086	0.03681	0.03397
"ENSG00000138768"	0.04328	0.0478	0.033395	0.04337	0.03547
"ENSG00000138769"	0.0448	0.07311	0.056315	0.038958	0.032265
"ENSG00000138771"	0.04224	0.05395	0.04148	0.03751	0.039468
"ENSG00000138772"	0.0314	0.03689	0.046655	0.04717	0.052142
"ENSG00000138777"	0.01776	0.01712	0.0225	0.035332	0.033041
"ENSG00000138778"	0.06054	0.05182	0.033775	0.020442	0.023571
"ENSG00000138780"	0.02354	0.02833	0.034005	0.036552	0.029052
"ENSG00000138785"	0.01954	0.03079	0.030455	0.036996	0.0285
"ENSG00000138792"	0.01286	0.01626	0.02298	0.040436	0.046499
"ENSG00000138794"	0.03242	0.02733	0.020885	0.033318	0.033728
"ENSG00000138795"	0.0426	0.06095	0.068995	0.058118	0.048412
"ENSG00000138796"	0.0296	0.02783	0.040485	0.048192	0.04681
"ENSG00000138798"	0.04508	0.0339	0.03853	0.028322	0.024422
"ENSG00000138801"	0.03882	0.04048	0.026605	0.026134	0.033296
"ENSG00000138802"	0.03716	0.0421	0.044625	0.037396	0.040607
"ENSG00000138813"	0.02322	0.02826	0.03169	0.032544	0.029909
"ENSG00000138814"	0.03216	0.03344	0.031585	0.036236	0.025269
"ENSG00000138821"	0.022	0.01755	0.01766	0.020314	0.027826
"ENSG00000138823"	0.06312	0.06159	0.06013	0.030352	0.027485
"ENSG00000138829"	0.04354	0.04038	0.049055	0.05523	0.048152
"ENSG00000138834"	0.03866	0.07454	0.063255	0.058432	0.07478
"ENSG00000138835"	0.0946	0.07543	0.06375	0.05434	0.055206
"ENSG00000138867"	0.03714	0.04346	0.039135	0.034258	0.03572
"ENSG00000138892"	0.02728	0.02702	0.0248371743486974	0.0544555555555556	0.0514052631578947
"ENSG00000138942"	0.0412	0.05464	0.097445	0.08089	0.057715
"ENSG00000138944"	0.02368	0.02204	0.022225	0.015648	0.01554
"ENSG00000138964"	0.02162	0.01848	0.017435	0.01659	0.016393
"ENSG00000139044"	0.02654	0.04025	0.03503	0.040766	0.0486403523611209
"ENSG00000139053"	0.02088	0.02978	0.02987	0.035508	0.032017
"ENSG00000139055"	0.05058	0.04455	0.034165	0.032318	0.03256
"ENSG00000139083"	0.06616	0.05921	0.05581	0.040626	0.034555
"ENSG00000139112"	0.02158	0.02115	0.016055	0.015318	0.015527
"ENSG00000139116"	0.0679	0.06951	0.05313	0.029912	0.023871
"ENSG00000139117"	0.01032	0.00876	0.014995	0.016798	0.015943
"ENSG00000139131"	0.10716	0.07151	0.0539	0.040324	0.03009
"ENSG00000139132"	0.02796	0.02056	0.023235	0.04074	0.031855
"ENSG00000139133"	0.0275	0.01802	0.012025	0.00648	0.005657
"ENSG00000139144"	0.02722	0.04157	0.031985	0.025752	0.027219
"ENSG00000139146"	0.08168	0.05715	0.044595	0.040164	0.03184
"ENSG00000139151"	0.0264	0.03828	0.031595	0.033454	0.032723
"ENSG00000139154"	0.00808	0.03324	0.028865	0.031642	0.037152
"ENSG00000139155"	0.0384	0.04907	0.039005	0.029054	0.025382
"ENSG00000139160"	0.01926	0.02747	0.02901	0.02712	0.026493
"ENSG00000139163"	0.05122	0.05993	0.050765	0.056504	0.052961
"ENSG00000139168"	0.03204	0.02875	0.029085	0.04367	0.046513
"ENSG00000139173"	0.02368	0.0374	0.03327	0.027656	0.03493
"ENSG00000139174"	0.0413	0.04953	0.06706	0.048224	0.046629
"ENSG00000139178"	0.0584672534926916	0.089542872773496	0.0674133333333333	0.0709088888888889	0.0709873684210526
"ENSG00000139180"	0.02438	0.04084	0.03493	0.047118	0.043994
"ENSG00000139182"	0.09738	0.06483	0.0652950503371731	0.0571511111111111	0.0649663157894737
"ENSG00000139187"	0.00822	0.04661	0.040425	0.043198	0.037447
"ENSG00000139190"	0.06168	0.05033	0.07878	0.090242	0.087618
"ENSG00000139192"	0.06542	0.04312	0.073655	0.090828	0.086229
"ENSG00000139193"	0.05936	0.04337	0.066495	0.090156	0.084984
"ENSG00000139194"	0.08976	0.0774103693054183	0.07078	0.0662533333333333	0.0678094736842105
"ENSG00000139197"	0.05974	0.04225	0.044855	0.0379977777777778	0.0604084210526316
"ENSG00000139200"	0.1321	0.11322	0.13102	0.13275	0.0980642105263158
"ENSG00000139209"	0.0537	0.04334	0.02545	0.020212	0.027742
"ENSG00000139211"	0.05796	0.03917	0.02573	0.019026	0.019588
"ENSG00000139218"	0.03416	0.07082	0.04632	0.047352	0.042895
"ENSG00000139219"	0.18222	0.11783	0.09472	0.09148	0.058402
"ENSG00000139220"	0.01298	0.01551	0.019995	0.02877	0.023998
"ENSG00000139223"	0.01014	0.01353	0.01522	0.031864	0.071906
"ENSG00000139233"	0.06662	0.04703	0.06292	0.0733	0.065091
"ENSG00000139263"	0.15494	0.10278	0.06907	0.052814	0.044439
"ENSG00000139266"	0.25568	0.2024	0.138645	0.127782	0.101655
"ENSG00000139269"	0.2029	0.12408	0.13233	0.140366	0.139325
"ENSG00000139278"	0.0386	0.02355	0.02781	0.027076	0.036238
"ENSG00000139287"	0.07118	0.10259	0.085285	0.079248	0.073393
"ENSG00000139289"	0.0981	0.08186	0.05628	0.041922	0.040968
"ENSG00000139291"	0.04446	0.04293	0.0777	0.072994	0.068204
"ENSG00000139292"	0.04918	0.06796	0.08413	0.066668	0.059863
"ENSG00000139304"	0.047	0.04987	0.053145	0.053976	0.047387
"ENSG00000139318"	0.1441	0.09736	0.06969	0.065558	0.056691
"ENSG00000139323"	0.04402	0.03706	0.045465	0.072476	0.059532
"ENSG00000139324"	0.06512	0.05409	0.0584	0.041506	0.039659
"ENSG00000139329"	0.0424	0.04152	0.04228	0.031328	0.028915
"ENSG00000139330"	0.04888	0.03443	0.04182	0.031548	0.027509
"ENSG00000139343"	0.03476	0.02069	0.04259	0.04561	0.045719
"ENSG00000139344"	0.04696	0.04483	0.04083	0.045872	0.048392
"ENSG00000139350"	0.06476	0.04661	0.063535	0.063382	0.059975
"ENSG00000139351"	0.06578	0.06688	0.06321	0.048094	0.049014
"ENSG00000139352"	0.12706	0.06719	0.05735	0.046184	0.052198
"ENSG00000139354"	0.047	0.03355	0.037305	0.03744	0.035549
"ENSG00000139364"	0.01262	0.01093	0.01224	0.016078	0.015761
"ENSG00000139370"	0.02256	0.01241	0.007705	0.009394	0.009847
"ENSG00000139372"	0.0556	0.06555	0.04899	0.045854	0.036516
"ENSG00000139405"	0.06148	0.05078	0.05937	0.04333	0.042474
"ENSG00000139410"	0.0279	0.07288	0.053875	0.048358	0.044008
"ENSG00000139428"	0.03948	0.05002	0.053665	0.058076	0.054441
"ENSG00000139433"	0.03432	0.03486	0.056925	0.05999	0.059543
"ENSG00000139436"	0.06646	0.06445	0.058415	0.061022	0.061661
"ENSG00000139437"	0.06804	0.05873	0.059845	0.061896	0.061765
"ENSG00000139438"	0.09026	0.09583	0.075955	0.061416	0.056196
"ENSG00000139445"	0.04756	0.04703	0.04306	0.044106	0.0478842105263158
"ENSG00000139496"	0.11498	0.06156	0.045795	0.03588	0.033932
"ENSG00000139505"	0.05018	0.03065	0.058125	0.034998	0.033441
"ENSG00000139508"	0.0282	0.02493	0.022695	0.021114	0.030885
"ENSG00000139514"	0.01756	0.03479	0.02167	0.019238	0.018512
"ENSG00000139515"	0.05042	0.061	0.048815	0.04444	0.046867
"ENSG00000139517"	0.03166	0.04353	0.036235	0.041074	0.035849
"ENSG00000139531"	0.17434	0.18574	0.14625	0.148178	0.117922
"ENSG00000139537"	0.09906	0.09209	0.15106	0.155798	0.101118
"ENSG00000139540"	0.25836	0.19192	0.18155	0.152938	0.129363
"ENSG00000139546"	0.19736	0.19522	0.17235	0.13474	0.142965
"ENSG00000139547"	0.02162	0.05987	0.06406	0.093284	0.101897
"ENSG00000139549"	0.12838	0.17966	0.200215	0.138524	0.11165
"ENSG00000139567"	0.09988	0.09176	0.10522	0.093646	0.077962
"ENSG00000139572"	0.23238	0.19776	0.17362	0.134418	0.124416
"ENSG00000139574"	0.17658	0.18902	0.172325	0.13433	0.143877
"ENSG00000139579"	0.2346	0.19491	0.18116	0.151168	0.129995
"ENSG00000139597"	0.06228	0.04364	0.03968	0.041806	0.038055
"ENSG00000139610"	0.05314	0.05398	0.052885	0.049686	0.061625
"ENSG00000139613"	0.18518	0.16086	0.214735	0.157324	0.135236
"ENSG00000139618"	0.05436	0.05778	0.05461	0.045268	0.038514
"ENSG00000139620"	0.0942	0.08411	0.054945	0.064672	0.091751
"ENSG00000139624"	0.06176	0.09701	0.115565	0.08463	0.073144
"ENSG00000139625"	0.23092	0.19277	0.149845	0.135586	0.135003
"ENSG00000139626"	0.22634	0.1655	0.132255	0.121754	0.111201
"ENSG00000139629"	0.05216	0.05034	0.05361	0.050044	0.064046
"ENSG00000139631"	0.11414	0.11624	0.11962	0.117408	0.110922
"ENSG00000139636"	0.13674	0.13269	0.18565	0.141582	0.112548
"ENSG00000139637"	0.15986	0.15209	0.14819	0.147884	0.116773
"ENSG00000139641"	0.20942	0.22983	0.167005	0.156722	0.130709
"ENSG00000139644"	0.0345	0.04621	0.096715	0.0906	0.091124
"ENSG00000139645"	0.27918	0.18347	0.181475	0.148412	0.128507
"ENSG00000139648"	0.0676	0.06455	0.06929	0.0764	0.066457
"ENSG00000139651"	0.13482	0.16091	0.121605	0.120824	0.110741
"ENSG00000139656"	0.03714	0.03949	0.039475	0.037826	0.046884
"ENSG00000139668"	0.01954	0.02126	0.026475	0.028538	0.035624
"ENSG00000139675"	0.04554	0.03964	0.03541	0.06075	0.065038
"ENSG00000139679"	0.04872	0.04673	0.056625	0.037628	0.032456
"ENSG00000139684"	0.02616	0.03837	0.04051	0.031142	0.022319
"ENSG00000139687"	0.0602	0.0459	0.05239	0.038224	0.031917
"ENSG00000139697"	0.08292	0.07278	0.06435	0.044992	0.049906
"ENSG00000139714"	0.03902	0.03147	0.0428	0.062706	0.0531621052631579
"ENSG00000139718"	0.2048	0.12442	0.070175	0.056868	0.0535873684210526
"ENSG00000139719"	0.07134	0.06841	0.060635	0.0531688888888889	0.0566726315789474
"ENSG00000139722"	0.07	0.05726	0.05191	0.048188	0.051919
"ENSG00000139725"	0.16204	0.12073	0.069315	0.055388	0.0538410526315789
"ENSG00000139726"	0.04032	0.04476	0.047695	0.057406	0.053406
"ENSG00000139734"	0.0536	0.06384	0.066725	0.072916	0.077972
"ENSG00000139737"	0.0375	0.04605	0.04064	0.039222	0.040818
"ENSG00000139746"	0.0799	0.09726	0.072865	0.057644	0.060262
"ENSG00000139767"	0.0501	0.04085	0.05647	0.046642	0.038907
"ENSG00000139780"	0.04004	0.04365	0.04469	0.042054	0.042402
"ENSG00000139793"	0.05768	0.07416	0.08827	0.059256	0.043868
"ENSG00000139797"	0.0223	0.02586	0.017415	0.028314	0.0244
"ENSG00000139800"	0.30104	0.18278	0.120305	0.083462	0.068296
"ENSG00000139826"	0.09338	0.0538	0.03244	0.017154	0.016034
"ENSG00000139832"	0.01128	0.01906	0.01976	0.022136	0.022189
"ENSG00000139835"	0.02312	0.01432	0.01911	0.021698	0.02211
"ENSG00000139842"	0.04252	0.03492	0.0303	0.023448	0.0219739085236862
"ENSG00000139865"	0.05562	0.05448	0.040575	0.046692	0.047994
"ENSG00000139874"	0.06718	0.04934	0.038795	0.033778	0.031652
"ENSG00000139880"	0.2335	0.19631	0.167725	0.124096	0.117577
"ENSG00000139890"	0.13704	0.1585	0.123655	0.112374	0.10474
"ENSG00000139899"	0.1538	0.08677	0.081605	0.083646	0.084213
"ENSG00000139908"	0.1673	0.16191	0.162805	0.139846	0.076432
"ENSG00000139910"	0.0115	0.03557	0.078255	0.069128	0.075593
"ENSG00000139914"	0.1893	0.16794	0.18146	0.126132	0.076644
"ENSG00000139915"	0.02572	0.03291	0.02577	0.025784	0.027661
"ENSG00000139921"	0.03022	0.0299	0.03074	0.032412	0.04534
"ENSG00000139926"	0.04052	0.04292	0.044135	0.035774	0.036378
"ENSG00000139946"	0.00958	0.01457	0.03121	0.033146	0.04506
"ENSG00000139970"	0.03866	0.03753	0.03138	0.032642	0.044005
"ENSG00000139971"	0.05418	0.03656	0.036925	0.04564	0.045146
"ENSG00000139973"	0.03024	0.06653	0.07301	0.043956	0.038647
"ENSG00000139974"	0.0936	0.07318	0.07363	0.070178	0.069237
"ENSG00000139977"	0.1104	0.06136	0.05314	0.060188	0.058299
"ENSG00000139985"	0.03982	0.02904	0.0245	0.026372	0.041556
"ENSG00000139988"	0.02972	0.05128	0.06682	0.061712	0.064814
"ENSG00000139990"	0.07876	0.08748	0.0575	0.056938	0.058594
"ENSG00000139998"	0.0665	0.05184	0.057005	0.068056	0.061704
"ENSG00000140006"	0.05112	0.03134	0.038825	0.040054	0.039302
"ENSG00000140009"	0.09286	0.06444	0.054465	0.051	0.048994
"ENSG00000140015"	0.03926	0.03295	0.031055	0.034682	0.03348
"ENSG00000140022"	0.0319	0.03349	0.039275	0.04921	0.046868
"ENSG00000140025"	0.0385	0.05	0.052095	0.041506	0.042197
"ENSG00000140030"	0.03572	0.0262	0.02271	0.030738	0.036237
"ENSG00000140043"	0.04212	0.04089	0.062445	0.06694	0.069705
"ENSG00000140044"	0.09034	0.05873	0.04493	0.050544	0.065123
"ENSG00000140057"	0.01748	0.02299	0.036945	0.044866	0.036646
"ENSG00000140067"	0.06712	0.0499	0.032095	0.034922	0.040444
"ENSG00000140090"	0.01014	0.01679	0.02397	0.018842	0.026941
"ENSG00000140092"	0.0431	0.04609	0.056165	0.04294	0.034613
"ENSG00000140093"	0.03264	0.03493	0.029385	0.025202	0.027006
"ENSG00000140104"	0.0185	0.02002	0.02075	0.037498	0.035101
"ENSG00000140105"	0.0342	0.05254	0.064585	0.04801	0.042381
"ENSG00000140107"	0.03494	0.05629	0.059915	0.04728	0.039927
"ENSG00000140153"	0.02118	0.04196	0.03648	0.046686	0.033824
"ENSG00000140157"	0.05062	0.04026	0.036385	0.037394	0.0320184745974285
"ENSG00000140199"	0.02214	0.05448	0.06497	0.051934	0.050766
"ENSG00000140254"	0.1563	0.1273	0.09175	0.056072	0.047058
"ENSG00000140259"	0.13082	0.10523	0.10795	0.11723	0.102715
"ENSG00000140262"	0.04722	0.05221	0.04684	0.051514	0.045208
"ENSG00000140263"	0.04552	0.04315	0.067965	0.05543	0.052116
"ENSG00000140264"	0.16178	0.10994	0.13148	0.119982	0.102956
"ENSG00000140265"	0.1115	0.10928	0.0907	0.10925	0.099052
"ENSG00000140274"	0.15508	0.12004	0.09177	0.054278	0.047676
"ENSG00000140279"	0.12302	0.11285	0.09016	0.052334	0.047896
"ENSG00000140280"	0.0445	0.04696	0.042125	0.045436	0.044662
"ENSG00000140284"	0.0338	0.04096	0.044445	0.0391	0.043298
"ENSG00000140285"	0.02966	0.04798	0.03345	0.035328	0.041437
"ENSG00000140287"	0.08106	0.06799	0.043865	0.040144	0.044366
"ENSG00000140297"	0.027	0.02758	0.041845	0.045538	0.053841
"ENSG00000140299"	0.08536	0.07212	0.05901	0.04938	0.05629
"ENSG00000140307"	0.05174	0.05622	0.05053	0.047032	0.055191
"ENSG00000140319"	0.0578	0.06167	0.074725	0.063596	0.073791
"ENSG00000140320"	0.19118	0.11523	0.09215	0.087664	0.086449
"ENSG00000140323"	0.10576	0.10792	0.137935	0.08583	0.074121
"ENSG00000140326"	0.1605	0.10613	0.073325	0.056292	0.057861
"ENSG00000140332"	0.16094	0.11049	0.076485	0.057018	0.048496
"ENSG00000140350"	0.09584	0.05652	0.04253	0.031244	0.035174
"ENSG00000140365"	0.09024	0.08833	0.068525	0.050254	0.051146
"ENSG00000140367"	0.02986	0.03538	0.031815	0.040036	0.045981
"ENSG00000140368"	0.03118	0.03303	0.0416	0.043226	0.038857
"ENSG00000140374"	0.03642	0.04445	0.05606	0.039294	0.031527
"ENSG00000140379"	0.01074	0.01335	0.01182	0.01758	0.013951
"ENSG00000140382"	0.06092	0.07709	0.05589	0.049618	0.052697
"ENSG00000140386"	0.00318	0.01078	0.01813	0.0253	0.035744
"ENSG00000140391"	0.03982	0.04634	0.047885	0.043494	0.03938
"ENSG00000140395"	0.05484	0.03815	0.03036	0.033434	0.043327
"ENSG00000140396"	0.05316	0.04675	0.055875	0.0642	0.048886
"ENSG00000140398"	0.1181	0.09299	0.068605	0.051672	0.049635
"ENSG00000140400"	0.12684	0.09735	0.077825	0.052396	0.04937
"ENSG00000140403"	0.05406	0.03561	0.03548	0.033242	0.043221
"ENSG00000140406"	0.06754	0.03673	0.034985	0.028438	0.02412
"ENSG00000140416"	0.12036	0.06992	0.05383	0.04675	0.042472
"ENSG00000140443"	0.03106	0.04438	0.04625	0.04414	0.035319
"ENSG00000140450"	0.04548	0.05192	0.035955	0.036914	0.036862
"ENSG00000140451"	0.05642	0.05633	0.0399	0.055774	0.062663
"ENSG00000140455"	0.04432	0.06219	0.059885	0.059996	0.051889
"ENSG00000140459"	0.04216	0.039	0.068495	0.060462	0.060995
"ENSG00000140463"	0.04128	0.03573	0.026815	0.03552	0.044258
"ENSG00000140464"	0.03254	0.04244	0.04751	0.050078	0.05518
"ENSG00000140465"	0.03864	0.0359	0.064415	0.06256	0.055082
"ENSG00000140470"	0.02638	0.02204	0.017835	0.018538	0.025658
"ENSG00000140471"	0.03872	0.03255	0.0313	0.021588	0.027142
"ENSG00000140474"	0.09926	0.08338	0.07214	0.059254	0.052795
"ENSG00000140478"	0.05278	0.03999	0.066425	0.050998	0.055638
"ENSG00000140479"	0.03022	0.03336	0.03021	0.030774	0.042903
"ENSG00000140481"	0.06218	0.05087	0.05361	0.054862	0.054909
"ENSG00000140488"	0.1	0.08649	0.07259	0.048652	0.047181
