"gene_id"	"n_genes_50kb"	"n_genes_100kb"	"n_genes_200kb"	"n_genes_500kb"	"n_genes_1000kb"
"ENSG00000147421"	1	1	3	4	7
"ENSG00000147432"	1	2	2	7	15
"ENSG00000147434"	1	2	4	8	15
"ENSG00000147437"	3	4	4	4	5
"ENSG00000147439"	2	6	8	10	20
"ENSG00000147443"	2	2	3	12	17
"ENSG00000147454"	3	3	4	7	14
"ENSG00000147457"	2	4	5	9	15
"ENSG00000147459"	1	1	1	4	5
"ENSG00000147465"	3	4	6	12	20
"ENSG00000147471"	3	4	7	9	17
"ENSG00000147475"	3	5	6	9	15
"ENSG00000147481"	1	1	1	1	1
"ENSG00000147485"	1	1	1	1	3
"ENSG00000147488"	1	1	1	2	6
"ENSG00000147509"	1	1	3	5	5
"ENSG00000147526"	1	1	1	5	10
"ENSG00000147533"	1	2	3	6	7
"ENSG00000147535"	3	3	5	11	18
"ENSG00000147536"	1	3	3	6	7
"ENSG00000147548"	1	1	5	10	17
"ENSG00000147570"	1	1	2	4	9
"ENSG00000147571"	2	2	3	3	12
"ENSG00000147573"	1	2	3	3	10
"ENSG00000147576"	3	3	3	7	13
"ENSG00000147586"	2	2	2	3	4
"ENSG00000147588"	2	3	4	7	11
"ENSG00000147592"	3	4	5	6	6
"ENSG00000147596"	1	2	2	4	5
"ENSG00000147601"	1	2	3	3	6
"ENSG00000147604"	2	2	2	5	7
"ENSG00000147606"	1	1	2	3	6
"ENSG00000147613"	2	2	2	3	9
"ENSG00000147614"	2	2	2	3	9
"ENSG00000147642"	2	2	3	4	7
"ENSG00000147647"	1	2	3	5	5
"ENSG00000147649"	1	1	2	3	8
"ENSG00000147650"	1	1	3	4	5
"ENSG00000147654"	3	3	4	6	8
"ENSG00000147655"	1	1	1	2	4
"ENSG00000147669"	4	4	4	5	9
"ENSG00000147676"	1	1	2	3	5
"ENSG00000147677"	1	1	2	5	5
"ENSG00000147679"	1	3	3	5	5
"ENSG00000147684"	3	3	5	6	10
"ENSG00000147687"	1	4	5	6	9
"ENSG00000147689"	1	4	5	9	12
"ENSG00000147697"	1	1	2	2	3
"ENSG00000147724"	1	1	1	1	2
"ENSG00000147789"	3	5	8	10	NA
"ENSG00000147799"	1	1	6	25	34
"ENSG00000147804"	5	6	17	25	41
"ENSG00000147813"	5	8	9	18	36
"ENSG00000153310"	1	1	1	3	3
"ENSG00000153317"	1	1	1	2	3
"ENSG00000154188"	1	1	1	1	1
"ENSG00000154319"	2	3	3	7	13
"ENSG00000154328"	5	5	6	11	19
"ENSG00000154359"	1	1	1	2	5
"ENSG00000154582"	2	3	4	5	7
"ENSG00000154589"	1	3	3	5	7
"ENSG00000155087"	2	2	3	4	9
"ENSG00000155090"	1	1	2	6	10
"ENSG00000155096"	2	2	2	4	10
"ENSG00000155097"	1	1	4	5	12
"ENSG00000155099"	1	2	5	7	7
"ENSG00000155100"	2	3	4	6	7
"ENSG00000155189"	1	1	2	7	10
"ENSG00000155792"	1	1	2	4	7
"ENSG00000155897"	1	1	1	1	2
"ENSG00000155926"	2	2	2	5	8
"ENSG00000155970"	1	1	3	6	7
"ENSG00000155975"	2	4	4	6	9
"ENSG00000156006"	1	1	1	3	6
"ENSG00000156011"	1	1	1	1	2
"ENSG00000156103"	1	1	1	1	2
"ENSG00000156162"	1	2	3	8	13
"ENSG00000156170"	1	1	2	7	10
"ENSG00000156172"	1	1	1	3	7
"ENSG00000156466"	1	1	3	4	6
"ENSG00000156467"	2	3	4	4	6
"ENSG00000156469"	3	3	4	5	6
"ENSG00000156471"	1	2	3	5	6
"ENSG00000156482"	2	3	5	7	10
"ENSG00000156486"	2	2	2	3	8
"ENSG00000156509"	4	4	4	6	9
"ENSG00000156675"	1	3	6	11	17
"ENSG00000156687"	1	1	1	1	2
"ENSG00000156735"	2	4	7	11	20
"ENSG00000156787"	1	1	3	8	10
"ENSG00000156795"	1	2	3	9	14
"ENSG00000156802"	1	2	3	8	14
"ENSG00000156804"	1	1	2	7	13
"ENSG00000156831"	1	1	1	4	5
"ENSG00000157110"	1	1	2	4	10
"ENSG00000157168"	1	1	1	1	1
"ENSG00000158106"	2	3	6	17	32
"ENSG00000158669"	1	2	5	5	7
"ENSG00000158806"	4	4	7	16	18
"ENSG00000158815"	3	5	8	16	19
"ENSG00000158856"	3	6	11	15	19
"ENSG00000158863"	4	7	11	15	21
"ENSG00000158941"	5	6	8	10	21
"ENSG00000159167"	1	1	1	3	9
"ENSG00000160882"	2	3	5	13	24
"ENSG00000160886"	3	5	8	12	17
"ENSG00000160932"	2	2	3	13	25
"ENSG00000160948"	5	8	19	25	40
"ENSG00000160949"	4	9	19	25	40
"ENSG00000160957"	8	11	14	25	36
"ENSG00000160959"	8	10	13	24	36
"ENSG00000160972"	7	12	16	25	36
"ENSG00000160973"	4	11	16	25	36
"ENSG00000161016"	3	6	7	9	NA
"ENSG00000164683"	1	1	2	4	4
"ENSG00000164684"	1	1	1	3	3
"ENSG00000164687"	1	1	1	6	11
"ENSG00000164695"	2	3	5	6	10
"ENSG00000164733"	2	2	6	12	18
"ENSG00000164736"	1	1	1	2	5
"ENSG00000164741"	1	1	1	1	3
"ENSG00000164743"	1	1	2	2	2
"ENSG00000164749"	1	1	1	1	2
"ENSG00000164751"	1	1	1	2	2
"ENSG00000164754"	2	2	5	5	5
"ENSG00000164756"	1	1	1	4	6
"ENSG00000164758"	1	1	1	1	3
"ENSG00000164761"	1	1	2	3	5
"ENSG00000164764"	1	2	2	5	6
"ENSG00000164794"	1	1	1	1	5
"ENSG00000164796"	1	1	1	1	1
"ENSG00000164808"	1	1	1	2	4
"ENSG00000164816"	1	3	4	7	19
"ENSG00000164821"	2	3	6	8	13
"ENSG00000164822"	2	3	6	8	12
"ENSG00000164823"	2	2	3	5	5
"ENSG00000164825"	1	1	3	9	11
"ENSG00000164830"	1	1	1	2	2
"ENSG00000164841"	1	1	1	2	4
"ENSG00000164871"	3	7	9	9	22
"ENSG00000164879"	1	2	3	9	13
"ENSG00000164893"	1	1	2	6	7
"ENSG00000164919"	2	2	3	4	7
"ENSG00000164920"	2	2	3	3	3
"ENSG00000164924"	1	1	1	3	5
"ENSG00000164929"	1	2	2	8	10
"ENSG00000164930"	1	1	5	8	10
"ENSG00000164932"	2	4	4	7	10
"ENSG00000164933"	3	3	5	6	9
"ENSG00000164934"	2	3	5	6	9
"ENSG00000164935"	2	2	3	5	5
"ENSG00000164938"	2	3	4	7	11
"ENSG00000164941"	1	3	5	6	12
"ENSG00000164944"	1	3	4	6	12
"ENSG00000164949"	1	2	2	5	10
"ENSG00000164951"	1	1	2	6	9
"ENSG00000164953"	1	3	5	5	7
"ENSG00000164961"	1	3	4	4	7
"ENSG00000164983"	1	1	1	7	7
"ENSG00000165046"	3	3	3	9	15
"ENSG00000165061"	1	1	1	1	1
"ENSG00000165066"	3	3	3	5	7
"ENSG00000165071"	1	2	3	5	7
"ENSG00000165078"	1	1	1	2	4
"ENSG00000165084"	1	1	1	2	3
"ENSG00000165102"	1	2	4	5	9
"ENSG00000165156"	3	3	5	9	12
"ENSG00000165392"	1	1	2	3	7
"ENSG00000167034"	2	2	2	7	11
"ENSG00000167632"	1	1	1	2	5
"ENSG00000167653"	2	2	7	12	17
"ENSG00000167656"	2	6	8	13	21
"ENSG00000167700"	8	11	14	25	36
"ENSG00000167701"	8	11	15	25	36
"ENSG00000167702"	4	10	16	24	37
"ENSG00000167904"	1	2	2	4	8
"ENSG00000167910"	1	2	4	4	6
"ENSG00000168077"	1	2	3	9	13
"ENSG00000168078"	2	3	4	7	12
"ENSG00000168079"	1	1	3	6	14
"ENSG00000168081"	3	3	3	6	10
"ENSG00000168172"	1	1	4	9	11
"ENSG00000168300"	1	3	3	3	4
"ENSG00000168333"	1	1	1	2	4
"ENSG00000168453"	5	8	11	16	24
"ENSG00000168476"	5	7	10	16	24
"ENSG00000168481"	5	7	10	16	24
"ENSG00000168484"	4	5	10	16	24
"ENSG00000168487"	2	5	10	15	25
"ENSG00000168490"	3	4	8	16	26
"ENSG00000168495"	2	4	6	16	26
"ENSG00000168522"	2	4	5	7	9
"ENSG00000168546"	1	1	1	3	15
"ENSG00000168575"	1	1	3	7	14
"ENSG00000168615"	1	1	5	6	6
"ENSG00000168619"	1	1	2	3	6
"ENSG00000168672"	1	1	1	1	1
"ENSG00000169085"	2	2	4	8	14
"ENSG00000169122"	1	1	1	1	5
"ENSG00000169139"	1	1	3	3	5
"ENSG00000169154"	1	3	6	14	19
"ENSG00000169398"	1	1	1	2	7
"ENSG00000169427"	1	1	2	2	3
"ENSG00000169436"	1	1	1	1	2
"ENSG00000169439"	1	1	2	3	6
"ENSG00000169490"	4	4	4	6	7
"ENSG00000169495"	4	4	4	6	7
"ENSG00000169499"	1	2	5	6	8
"ENSG00000169946"	1	1	1	2	2
"ENSG00000170289"	1	1	2	5	7
"ENSG00000170323"	2	4	4	8	11
"ENSG00000170616"	6	8	13	28	44
"ENSG00000170619"	3	4	8	10	NA
"ENSG00000170631"	1	2	4	NA	NA
"ENSG00000170727"	3	4	10	26	42
"ENSG00000170786"	1	1	3	6	8
"ENSG00000170791"	2	2	3	7	9
"ENSG00000170873"	1	1	2	5	10
"ENSG00000170881"	3	3	5	6	8
"ENSG00000170961"	1	1	1	1	1
"ENSG00000171033"	1	1	1	3	3
"ENSG00000171044"	1	1	2	6	13
"ENSG00000171045"	1	1	1	2	10
"ENSG00000171056"	3	3	5	7	9
"ENSG00000171060"	2	4	5	7	9
"ENSG00000171316"	1	1	1	2	4
"ENSG00000171320"	3	3	4	8	12
"ENSG00000171428"	1	1	1	4	7
"ENSG00000171711"	2	4	8	9	19
"ENSG00000172164"	1	1	1	3	4
"ENSG00000172167"	1	3	3	4	5
"ENSG00000172172"	1	3	3	4	5
"ENSG00000172680"	1	3	4	6	9
"ENSG00000172728"	1	1	3	5	5
"ENSG00000172733"	2	2	2	4	8
"ENSG00000172748"	1	2	3	NA	NA
"ENSG00000172817"	1	1	1	2	2
"ENSG00000173137"	4	9	16	25	43
"ENSG00000173273"	1	1	1	1	2
"ENSG00000173281"	2	3	3	3	6
"ENSG00000173334"	1	1	2	2	5
"ENSG00000173530"	1	3	5	10	15
"ENSG00000173535"	1	3	5	9	18
"ENSG00000173566"	3	7	10	15	23
"ENSG00000174226"	1	1	3	3	9
"ENSG00000174417"	1	1	1	3	7
"ENSG00000174429"	2	2	2	2	3
"ENSG00000175073"	3	4	5	9	15
"ENSG00000175305"	3	4	5	7	12
"ENSG00000175324"	3	4	7	12	20
"ENSG00000175445"	1	1	2	4	6
"ENSG00000175606"	3	3	4	5	7
"ENSG00000175806"	1	1	1	1	7
"ENSG00000175895"	1	2	3	5	8
"ENSG00000175946"	1	2	2	7	12
"ENSG00000176209"	2	2	2	8	16
"ENSG00000176269"	1	2	4	NA	NA
"ENSG00000176406"	1	1	1	1	6
"ENSG00000176566"	1	1	1	2	3
"ENSG00000176571"	1	1	1	1	2
"ENSG00000176595"	1	2	3	4	5
"ENSG00000176623"	3	3	4	5	8
"ENSG00000176731"	4	5	6	9	11
"ENSG00000176782"	5	6	9	9	20
"ENSG00000176797"	3	5	8	9	20
"ENSG00000176853"	1	1	3	4	7
"ENSG00000176907"	1	1	1	3	6
"ENSG00000176956"	1	1	6	13	31
"ENSG00000177023"	5	6	9	9	22
"ENSG00000177182"	1	1	1	2	3
"ENSG00000177243"	3	5	8	9	23
"ENSG00000177257"	2	4	8	9	23
"ENSG00000177335"	1	3	3	12	24
"ENSG00000177459"	2	5	5	7	10
"ENSG00000177570"	2	2	2	2	3
"ENSG00000177669"	3	3	4	5	6
"ENSG00000177710"	2	3	4	7	15
"ENSG00000178125"	1	3	5	8	13
"ENSG00000178209"	1	3	7	21	36
"ENSG00000178287"	3	7	9	9	20
"ENSG00000178460"	1	3	5	9	14
"ENSG00000178538"	1	1	1	1	3
"ENSG00000178685"	4	5	11	18	38
"ENSG00000178719"	4	5	11	18	38
"ENSG00000178764"	1	1	1	3	8
"ENSG00000178814"	3	9	13	19	42
"ENSG00000178860"	2	2	2	3	5
"ENSG00000178896"	6	9	13	19	42
"ENSG00000179041"	2	3	3	7	12
"ENSG00000179091"	6	9	12	18	43
"ENSG00000179142"	2	3	3	14	23
"ENSG00000179388"	3	3	7	9	19
"ENSG00000179526"	6	9	12	18	43
"ENSG00000179632"	5	9	12	18	42
"ENSG00000179698"	5	9	11	17	42
"ENSG00000179832"	1	1	7	18	48
"ENSG00000179886"	5	8	10	19	37
"ENSG00000179950"	3	4	6	23	35
"ENSG00000180053"	2	2	2	7	11
"ENSG00000180155"	3	5	8	13	21
"ENSG00000180190"	1	2	3	3	NA
"ENSG00000180543"	1	1	1	2	4
"ENSG00000180694"	1	1	2	2	6
"ENSG00000180828"	2	2	2	2	2
"ENSG00000180900"	2	3	8	22	35
"ENSG00000180921"	4	4	7	19	37
"ENSG00000180938"	2	3	3	5	9
"ENSG00000181085"	4	4	7	19	37
"ENSG00000181135"	4	5	10	18	38
"ENSG00000181195"	1	1	1	4	7
"ENSG00000181638"	3	6	7	13	30
"ENSG00000181690"	1	2	3	6	9
"ENSG00000181790"	1	1	2	7	13
"ENSG00000182197"	1	1	1	2	4
"ENSG00000182307"	1	1	NA	NA	NA
"ENSG00000182319"	1	1	1	2	8
"ENSG00000182325"	5	8	14	26	45
"ENSG00000182372"	1	1	3	4	5
"ENSG00000182674"	1	1	1	1	3
"ENSG00000182759"	2	3	4	17	30
"ENSG00000182851"	1	3	7	13	31
"ENSG00000183117"	1	1	1	1	1
"ENSG00000183154"	2	5	5	9	15
"ENSG00000183309"	1	6	12	18	39
"ENSG00000183638"	2	2	4	8	9
"ENSG00000183665"	2	3	6	6	7
"ENSG00000183729"	1	1	1	2	5
"ENSG00000183779"	1	3	5	8	14
"ENSG00000183808"	4	4	4	5	6
"ENSG00000184156"	1	1	1	4	8
"ENSG00000184374"	1	1	2	3	5
"ENSG00000184428"	1	3	7	15	30
"ENSG00000184489"	1	2	2	6	7
"ENSG00000184608"	2	2	5	6	13
"ENSG00000184647"	1	1	2	7	8
"ENSG00000184661"	2	2	4	4	5
"ENSG00000184672"	1	1	1	1	1
"ENSG00000185000"	3	7	11	28	44
"ENSG00000185015"	3	5	6	9	11
"ENSG00000185053"	1	1	1	1	1
"ENSG00000185122"	3	6	11	28	44
"ENSG00000185189"	4	4	5	24	35
"ENSG00000185697"	1	2	5	8	16
"ENSG00000185728"	1	1	1	4	4
"ENSG00000185730"	4	5	7	12	29
"ENSG00000185803"	5	8	14	25	45
"ENSG00000185900"	2	4	5	6	9
"ENSG00000185942"	1	1	1	1	3
"ENSG00000186106"	1	2	2	4	9
"ENSG00000186523"	1	2	3	10	16
"ENSG00000186562"	5	6	8	9	20
"ENSG00000186572"	4	6	8	9	19
"ENSG00000186579"	5	6	9	9	20
"ENSG00000186583"	3	7	12	19	41
"ENSG00000186599"	5	5	8	9	21
"ENSG00000186918"	2	3	3	6	9
"ENSG00000187082"	5	5	9	9	21
"ENSG00000187735"	1	2	3	5	6
"ENSG00000187786"	3	3	3	19	44
"ENSG00000187840"	1	1	4	13	20
"ENSG00000187954"	5	9	18	25	37
"ENSG00000187955"	1	1	1	4	7
"ENSG00000188343"	2	4	4	5	7
"ENSG00000188676"	1	2	2	5	5
"ENSG00000188686"	3	4	9	24	41
"ENSG00000188778"	2	2	4	13	19
"ENSG00000189233"	1	2	3	5	12
"ENSG00000189376"	4	4	6	8	12
"ENSG00000196150"	2	3	7	10	NA
"ENSG00000196166"	1	1	2	6	16
"ENSG00000196378"	4	5	8	9	NA
"ENSG00000196711"	1	1	3	3	4
"ENSG00000197140"	1	1	2	5	7
"ENSG00000197181"	1	1	4	14	25
"ENSG00000197217"	2	2	2	8	16
"ENSG00000197265"	2	3	4	6	11
"ENSG00000197275"	2	2	3	7	12
"ENSG00000197353"	4	6	8	12	20
"ENSG00000197363"	4	7	7	10	NA
"ENSG00000197416"	1	2	4	9	11
"ENSG00000197858"	7	8	13	19	43
"ENSG00000197892"	1	1	1	3	5
"ENSG00000198010"	1	1	1	3	5
"ENSG00000198042"	3	3	5	5	5
"ENSG00000198129"	3	6	8	9	21
"ENSG00000198169"	1	2	6	16	NA
"ENSG00000198363"	1	1	1	2	2
"ENSG00000198576"	1	1	4	11	16
"ENSG00000198791"	3	3	4	6	9
"ENSG00000198846"	1	1	1	1	4
"ENSG00000204775"	3	3	3	19	44
"ENSG00000204839"	4	8	9	18	35
"ENSG00000204882"	1	2	3	6	7
"ENSG00000205002"	2	2	4	5	5
"ENSG00000205038"	1	1	2	6	7
"ENSG00000205133"	1	1	2	3	4
"ENSG00000205176"	1	1	1	5	13
"ENSG00000205186"	3	3	4	8	11
"ENSG00000205189"	1	1	1	2	5
"ENSG00000205268"	2	2	2	4	6
"ENSG00000205882"	4	4	5	14	17
"ENSG00000205883"	3	4	5	14	17
"ENSG00000205884"	3	4	5	14	18
"ENSG00000206047"	2	4	6	8	15
"ENSG00000206579"	1	1	1	3	5
"ENSG00000212993"	1	1	1	1	2
"ENSG00000212997"	2	2	4	6	12
"ENSG00000212998"	4	4	4	5	6
"ENSG00000212999"	2	2	2	3	4
"ENSG00000213002"	2	3	5	6	6
"ENSG00000213563"	7	8	13	25	36
"ENSG00000213865"	3	4	5	9	15
"ENSG00000214050"	2	2	4	6	10
"ENSG00000214597"	5	8	14	26	45
"ENSG00000214814"	1	1	1	3	8
"ENSG00000214954"	1	2	3	6	7
"ENSG00000215114"	1	1	2	5	6
"ENSG00000215262"	1	1	1	1	1
"ENSG00000215298"	3	3	3	7	13
"ENSG00000215343"	1	3	5	10	16
"ENSG00000215346"	2	2	2	5	12
"ENSG00000215356"	1	2	5	10	17
"ENSG00000215372"	1	2	5	9	22
"ENSG00000221818"	1	1	1	1	5
"ENSG00000221869"	2	3	3	4	5
"ENSG00000221914"	1	1	2	4	6
"ENSG00000221947"	1	1	3	5	7
"ENSG00000223443"	2	3	4	9	16
"ENSG00000223524"	2	2	2	3	9
"ENSG00000225885"	2	2	2	3	3
"ENSG00000226490"	1	1	2	4	6
"ENSG00000227184"	2	5	5	22	35
"ENSG00000230567"	1	2	4	19	41
"ENSG00000232941"	3	3	3	3	4
"ENSG00000232948"	1	1	1	6	13
"ENSG00000233050"	1	2	7	11	16
"ENSG00000233863"	2	2	2	2	2
"ENSG00000235173"	3	6	10	17	41
"ENSG00000235531"	1	2	2	3	4
"ENSG00000236939"	2	2	3	7	11
"ENSG00000239839"	2	4	6	7	18
"ENSG00000240247"	2	4	6	8	18
"ENSG00000240694"	3	3	3	5	6
"ENSG00000241852"	5	6	8	11	23
"ENSG00000246366"	2	4	5	6	6
"ENSG00000248050"	2	2	3	4	7
"ENSG00000248235"	6	6	8	11	23
"ENSG00000248801"	2	2	3	3	3
"ENSG00000250210"	1	3	3	NA	NA
"ENSG00000250305"	1	1	2	3	3
"ENSG00000250571"	4	5	7	13	30
"ENSG00000250733"	2	2	2	3	3
"ENSG00000253117"	3	4	5	5	5
"ENSG00000253206"	1	1	1	1	3
"ENSG00000253207"	1	1	1	2	2
"ENSG00000253250"	3	3	4	7	7
"ENSG00000253320"	1	2	3	5	12
"ENSG00000253350"	1	1	1	1	3
"ENSG00000253379"	1	1	1	2	4
"ENSG00000253426"	2	3	3	3	6
"ENSG00000253457"	2	3	4	6	11
"ENSG00000253598"	3	4	4	9	10
"ENSG00000253633"	2	2	2	4	9
"ENSG00000253729"	1	1	2	5	5
"ENSG00000253857"	3	3	3	3	3
"ENSG00000253896"	1	NA	NA	NA	NA
"ENSG00000253903"	1	1	1	5	8
"ENSG00000253958"	1	1	2	2	6
"ENSG00000253976"	3	3	3	3	3
"ENSG00000254019"	2	2	3	5	7
"ENSG00000254087"	1	1	1	6	10
"ENSG00000254093"	3	3	5	7	10
"ENSG00000254318"	1	1	2	3	4
"ENSG00000254349"	1	1	1	3	5
"ENSG00000254402"	8	9	13	25	36
"ENSG00000254673"	3	4	5	7	10
"ENSG00000255046"	3	6	6	11	19
"ENSG00000255098"	2	4	6	12	17
"ENSG00000255181"	4	4	8	18	38
"ENSG00000255251"	1	2	6	10	19
"ENSG00000255378"	1	4	6	10	19
"ENSG00000255394"	3	5	6	10	19
"ENSG00000255940"	2	2	2	4	9
"ENSG00000256655"	1	1	1	2	2
"ENSG00000257962"	3	5	6	9	11
"ENSG00000258256"	5	5	7	9	11
"ENSG00000258417"	3	4	5	5	5
"ENSG00000258724"	3	3	5	7	9
"ENSG00000259305"	3	4	6	8	12
"ENSG00000261667"	2	2	4	13	28
"ENSG00000261787"	2	3	6	8	14
"ENSG00000264668"	3	6	6	13	30
"ENSG00000265817"	2	2	3	7	12
"ENSG00000268080"	1	1	2	3	6
"ENSG00000268085"	3	3	3	7	14
"ENSG00000268955"	1	1	1	3	11
"ENSG00000269197"	1	1	1	4	5
"ENSG00000270024"	2	2	4	9	14
"ENSG00000005238"	3	5	8	10	27
"ENSG00000010438"	1	2	2	4	12
"ENSG00000011454"	2	2	4	9	20
"ENSG00000023318"	1	1	3	4	8
"ENSG00000030304"	1	1	1	3	5
"ENSG00000041982"	1	1	2	3	6
"ENSG00000044459"	1	1	1	1	3
"ENSG00000044574"	3	4	5	6	12
"ENSG00000048828"	1	1	3	5	10
"ENSG00000050555"	1	2	3	8	14
"ENSG00000054148"	5	8	14	33	63
"ENSG00000054179"	6	9	17	43	57
"ENSG00000056558"	1	3	4	7	12
"ENSG00000056586"	1	4	7	14	24
"ENSG00000059769"	3	4	6	8	10
"ENSG00000064218"	2	2	3	4	4
"ENSG00000066697"	3	3	4	6	8
"ENSG00000070061"	1	5	5	7	9
"ENSG00000070159"	1	1	1	3	9
"ENSG00000070214"	1	1	1	3	6
"ENSG00000070601"	1	1	3	10	12
"ENSG00000070610"	5	6	16	22	29
"ENSG00000078725"	1	1	1	2	2
"ENSG00000080298"	1	1	2	2	3
"ENSG00000080503"	1	1	1	1	1
"ENSG00000080608"	1	1	2	3	4
"ENSG00000081377"	1	1	3	6	11
"ENSG00000081386"	1	2	2	6	12
"ENSG00000083067"	1	1	1	1	1
"ENSG00000083223"	1	2	3	4	5
"ENSG00000085265"	1	2	3	4	7
"ENSG00000086061"	3	3	4	8	17
"ENSG00000086062"	1	1	4	9	13
"ENSG00000086065"	4	4	4	11	14
"ENSG00000086102"	1	2	5	9	14
"ENSG00000090054"	1	1	1	4	9
"ENSG00000095203"	1	1	2	5	10
"ENSG00000095209"	1	1	3	4	5
"ENSG00000095261"	1	3	4	8	10
"ENSG00000095303"	2	2	4	15	24
"ENSG00000095319"	2	5	8	16	23
"ENSG00000095321"	3	4	7	12	21
"ENSG00000095370"	2	7	9	16	30
"ENSG00000095380"	2	2	4	9	13
"ENSG00000095383"	1	2	3	6	9
"ENSG00000095397"	1	1	2	7	12
"ENSG00000096872"	2	2	3	5	7
"ENSG00000096968"	2	2	3	7	16
"ENSG00000097007"	1	1	3	7	14
"ENSG00000099139"	1	1	1	1	4
"ENSG00000099219"	2	2	4	6	11
"ENSG00000099810"	1	1	1	4	9
"ENSG00000106686"	2	2	4	7	10
"ENSG00000106688"	2	2	2	6	9
"ENSG00000106689"	1	1	2	3	7
"ENSG00000106692"	1	2	4	5	5
"ENSG00000106701"	1	1	3	5	5
"ENSG00000106714"	1	1	1	2	2
"ENSG00000106723"	1	1	1	2	3
"ENSG00000106733"	2	3	3	5	6
"ENSG00000106771"	1	1	3	8	9
"ENSG00000106772"	1	1	1	1	6
"ENSG00000106780"	1	1	3	6	8
"ENSG00000106785"	2	3	4	9	13
"ENSG00000106789"	1	3	4	8	11
"ENSG00000106799"	1	1	4	4	7
"ENSG00000106803"	2	2	3	4	6
"ENSG00000106804"	1	1	3	8	12
"ENSG00000106809"	3	3	6	8	12
"ENSG00000106819"	3	4	5	9	12
"ENSG00000106823"	2	3	5	9	12
"ENSG00000106829"	1	1	1	1	1
"ENSG00000106852"	3	4	5	8	19
"ENSG00000106853"	2	2	6	8	10
"ENSG00000106868"	1	1	1	3	10
"ENSG00000106927"	3	3	4	4	9
"ENSG00000106948"	1	4	5	7	11
"ENSG00000106952"	1	1	1	4	7
"ENSG00000106976"	2	4	9	18	35
"ENSG00000106991"	2	4	9	17	34
"ENSG00000106992"	3	5	10	18	36
"ENSG00000106993"	2	4	5	7	11
"ENSG00000107014"	1	2	4	9	13
"ENSG00000107018"	2	3	3	8	13
"ENSG00000107020"	1	1	4	8	13
"ENSG00000107021"	3	5	8	17	29
"ENSG00000107036"	1	1	2	6	11
"ENSG00000107077"	1	1	1	1	4
"ENSG00000107099"	1	1	1	5	NA
"ENSG00000107104"	1	1	1	3	8
"ENSG00000107105"	1	1	1	1	1
"ENSG00000107130"	1	1	4	5	14
"ENSG00000107140"	2	5	10	21	26
"ENSG00000107147"	1	2	4	11	18
"ENSG00000107159"	5	7	12	21	27
"ENSG00000107164"	1	1	3	7	12
"ENSG00000107165"	1	1	2	2	3
"ENSG00000107175"	5	6	16	22	29
"ENSG00000107185"	5	6	14	22	29
"ENSG00000107186"	1	1	1	1	3
"ENSG00000107187"	2	2	3	14	20
"ENSG00000107201"	1	3	5	6	8
"ENSG00000107223"	6	6	13	34	61
"ENSG00000107242"	1	1	2	4	9
"ENSG00000107249"	1	1	1	1	3
"ENSG00000107262"	3	4	5	11	14
"ENSG00000107263"	1	1	1	5	8
"ENSG00000107281"	6	11	19	44	58
"ENSG00000107282"	1	1	1	3	8
"ENSG00000107290"	1	1	3	5	9
"ENSG00000107295"	1	1	1	2	2
"ENSG00000107317"	5	11	16	43	59
"ENSG00000107331"	6	11	19	43	58
"ENSG00000107338"	1	1	2	6	11
"ENSG00000107341"	1	1	3	4	13
"ENSG00000107362"	2	2	3	5	7
"ENSG00000107371"	3	4	5	8	12
"ENSG00000107372"	1	1	1	3	6
"ENSG00000119121"	1	1	1	4	6
"ENSG00000119125"	1	1	1	4	7
"ENSG00000119138"	1	2	2	4	5
"ENSG00000119139"	1	1	3	7	8
"ENSG00000119314"	1	1	1	5	9
"ENSG00000119318"	1	1	1	2	5
"ENSG00000119321"	1	3	5	13	17
"ENSG00000119326"	1	4	4	8	9
"ENSG00000119328"	3	3	6	8	9
"ENSG00000119333"	2	3	6	14	34
"ENSG00000119335"	2	5	7	14	33
"ENSG00000119383"	2	4	5	12	23
"ENSG00000119392"	2	3	4	16	34
"ENSG00000119396"	3	3	3	6	12
"ENSG00000119397"	1	1	4	8	12
"ENSG00000119401"	2	2	2	2	4
"ENSG00000119402"	1	2	4	7	10
"ENSG00000119403"	2	3	5	7	12
"ENSG00000119408"	1	2	2	5	8
"ENSG00000119411"	3	6	11	13	16
"ENSG00000119414"	2	3	5	6	12
"ENSG00000119421"	2	2	5	8	17
"ENSG00000119431"	3	6	10	13	16
"ENSG00000119446"	3	3	5	9	21
"ENSG00000119457"	2	2	2	5	16
"ENSG00000119471"	2	2	4	4	9
"ENSG00000119487"	1	1	1	3	7
"ENSG00000119508"	1	1	2	3	5
"ENSG00000119509"	1	1	1	7	9
"ENSG00000119514"	1	2	2	4	7
"ENSG00000119522"	1	1	1	1	4
"ENSG00000119523"	2	2	3	4	6
"ENSG00000120156"	1	1	1	6	9
"ENSG00000120158"	2	2	3	8	14
"ENSG00000120159"	1	2	3	5	7
"ENSG00000120160"	1	2	3	5	9
"ENSG00000120162"	1	1	2	5	8
"ENSG00000120210"	1	2	4	7	16
"ENSG00000120211"	1	2	3	8	13
"ENSG00000120215"	2	2	3	5	10
"ENSG00000120217"	2	2	3	7	13
"ENSG00000120235"	3	5	7	16	20
"ENSG00000120242"	2	4	7	15	20
"ENSG00000122133"	2	3	8	12	16
"ENSG00000122136"	3	5	7	11	16
"ENSG00000122140"	4	5	6	12	15
