"gene_id"	"coding_density_50kb"	"coding_density_100kb"	"coding_density_200kb"	"coding_density_500kb"	"coding_density_1000kb"
"ENSG00000248167"	0.04408	0.02204	0.01102	0.028832	0.040182
"ENSG00000248993"	0.038	0.0489	0.044415	0.043118	0.05246
"ENSG00000249141"	0.00558	0.00957	0.006975	0.007242	0.012683
"ENSG00000249481"	0.01806	0.02889	0.055835	0.043148	0.022412
"ENSG00000249853"	0	0	0	0.004004	0.003829
"ENSG00000250264"	0.10566	0.07032	0.04321	0.03533	0.047095
"ENSG00000250641"	0.13306	0.1227	0.169065	0.123172	0.10899
"ENSG00000251258"	0.01584	0.00792	0.005775	0.013576	0.009432
"ENSG00000254440"	0.01628	0.02451	0.023765	0.026436	0.016305
"ENSG00000255552"	0.1286	0.12082	0.169065	0.123636	0.109232
"ENSG00000255587"	0.07116	0.04389	0.025155	0.023412	0.022191
"ENSG00000255633"	0.0015	0.00075	0.000375	7e-04	0.00106076075044725
"ENSG00000256018"	0.04386	0.03582	0.036385	0.045276	0.03265
"ENSG00000256162"	0.00648	0.01863	0.014955	0.007392	0.006543
"ENSG00000256316"	0.061	0.04668	0.037935	0.044232	0.033356
"ENSG00000256391"	0.00882	0.00441	0.002205	0.001016	0.004996
"ENSG00000256980"	0.0179	0.02117	0.01395	0.01944	0.014337
"ENSG00000260286"	0.03198	0.03611	0.027615	0.020524	0.016876
"ENSG00000261272"	0.10644	0.07023	0.07528	0.058542	0.05979
"ENSG00000262543"	0.01664	0.03589	0.049475	0.026508	0.016707
"ENSG00000263020"	0.14878	0.18868	0.148795	0.109102	0.102166
"ENSG00000267849"	0.0351	0.02658	0.017805	0.033194	0.022523
"ENSG00000268059"	0.04882	0.03345	0.02014	0.012474	0.011067
"ENSG00000268275"	0.03434	0.02478	0.039375	0.027658	0.024049
"ENSG00000268402"	0.01822	0.01746	0.016985	0.007666	0.008262
"ENSG00000268923"	0.19068	0.23086	0.185045	0.154654	0.111832
"ENSG00000269048"	0.0153	0.01213	0.008965	0.008934	0.007763
"ENSG00000269155"	0.01482	0.00846	0.009885	0.0191099766951504	0.0160033333333333
"ENSG00000269490"	0.12508	0.09749	0.057455	0.029292	0.045515
"ENSG00000269494"	0.00462	0.00231	0.001365	0.00373	0.001865
"ENSG00000269964"	0.00264	0.00668	0.00334	0.002316	0.002331
"ENSG00000270800"	0.00222	0.0021	0.0054	0.012374	0.011199
"ENSG00000272047"	0.00432	0.00971	0.01951	0.016026	0.016335
"ENSG00000272325"	0.00222	0.0042	0.013075	0.012474	0.010549
"ENSG00000272514"	0.02892	0.02294	0.028095	0.035536	0.019653
"ENSG00000001626"	0.03768	0.02631	0.0221	0.021746	0.014184
"ENSG00000001629"	0.01794	0.01617	0.02263	0.045612	0.031933
"ENSG00000001630"	0.05554	0.09429	0.06634	0.040208	0.031519
"ENSG00000001631"	0.04426	0.02213	0.03309	0.048142	0.031629
"ENSG00000002726"	0.04626	0.03633	0.01923	0.059926	0.04977
"ENSG00000002745"	0.0276	0.0206	0.014575	0.008708	0.006626
"ENSG00000002746"	0.00406	0.00528	0.00472	0.01025	0.010212
"ENSG00000002822"	0.00396	0.00501	0.004385	0.010966	0.015551
"ENSG00000002933"	0.03066	0.01533	0.028455	0.047006	0.052032
"ENSG00000003147"	0	0.01396	0.00894	0.006972	0.003795
"ENSG00000004059"	0.10686	0.05672	0.0295	0.017818	0.012981
"ENSG00000004766"	0.02864	0.02353	0.02274	0.031508	0.015987
"ENSG00000004799"	0.02472	0.01659	0.014125	0.011358	0.010903
"ENSG00000004846"	0.01428	0.02499	0.02667	0.010668	0.007644
"ENSG00000004864"	0.00512	0.01021	0.01008	0.007042	0.004858
"ENSG00000004866"	0.00168	0.00902	0.00614	0.009948	0.012527
"ENSG00000004948"	0.0074	0.0075	0.007635	0.009148	0.017405
"ENSG00000005020"	0.0048	0.00307	0.002455	0.003224	0.014894
"ENSG00000005073"	0.08478	0.06447	0.060785	0.024314	0.014261
"ENSG00000005075"	0.10068	0.06441	0.047985	0.037848	0.026145
"ENSG00000005108"	0.00862	0.01263	0.00816	0.009948	0.00518
"ENSG00000005249"	0.00142	0.00589	0.01412	0.015202	0.012273
"ENSG00000005421"	0.01544	0.02133	0.02649	0.018054	0.010896
"ENSG00000005469"	0.03652	0.03661	0.02896	0.025286	0.018195
"ENSG00000005471"	0.05094	0.04463	0.03698	0.022478	0.018117
"ENSG00000005483"	0.02716	0.05691	0.03685	0.015794	0.012225
"ENSG00000005486"	0.0219	0.01095	0.00964	0.012508	0.017339
"ENSG00000005981"	0.021	0.01776	0.01885	0.015514	0.010096
"ENSG00000006128"	0.0078	0.0039	0.00195	0.00421	0.009842
"ENSG00000006377"	0.0368	0.0184	0.0092	0.004502	0.002611
"ENSG00000006451"	0.00646	0.00621	0.00836	0.005444	0.008808
"ENSG00000006453"	0.00326	0.01371	0.00983	0.021292	0.015297
"ENSG00000006459"	0.02468	0.02882	0.021515	0.01639	0.0154205128205128
"ENSG00000006468"	0.01134	0.01582	0.00791	0.003774	0.002174
"ENSG00000006530"	0.01088	0.0133	0.01349	0.017394	0.019423
"ENSG00000006576"	0.008	0.01173	0.017885	0.013942	0.011811
"ENSG00000006606"	0.0057	0.00765	0.004715	0.01628	0.01491
"ENSG00000006625"	0.00574	0.00723	0.02599	0.01788	0.01601
"ENSG00000006634"	0.0405	0.03012	0.019155	0.011302	0.01763
"ENSG00000006652"	0.02788	0.01885	0.009425	0.006706	0.007407
"ENSG00000006704"	0.04024	0.02461	0.015465	0.018876	0.021736
"ENSG00000006715"	0.00484	0.00762	0.01245	0.006334	0.006224
"ENSG00000006747"	0.01866	0.02268	0.014355	0.011538	0.008469
"ENSG00000008256"	0	0.00983	0.024515	0.033144	0.034981
"ENSG00000008277"	0.00134	0.00285	0.01037	0.01669	0.009959
"ENSG00000008282"	0.01728	0.00864	0.013825	0.0106	0.008181
"ENSG00000008311"	0.04368	0.02922	0.04221	0.023088	0.013888
"ENSG00000009335"	0.0326	0.0283	0.018395	0.014886	0.012056
"ENSG00000009950"	0.05524	0.04216	0.042225	0.035072	0.025988
"ENSG00000009954"	0.06126	0.06228	0.041455	0.036938	0.026962
"ENSG00000010270"	0.0141	0.00705	0.003525	0.004596	0.008613
"ENSG00000011275"	0.01344	0.01958	0.01711	0.022244	0.036628
"ENSG00000011426"	0.0592	0.03591	0.02882	0.015834	0.010204
"ENSG00000013374"	0.0525	0.03551	0.021235	0.035556	0.041244
"ENSG00000015520"	0.0816	0.06401	0.037335	0.028022	0.033045
"ENSG00000015676"	0.00266	0.0061	0.015915	0.02463	0.031454
"ENSG00000019991"	0.0276	0.0228	0.0114	0.00752	0.00537
"ENSG00000021461"	0.03568	0.03358	0.03356	0.038194	0.053846
"ENSG00000033050"	0.10408	0.07556	0.054775	0.070132	0.046032
"ENSG00000033100"	0.11386	0.06759	0.04956	0.070194	0.045111
"ENSG00000042813"	0.00356	0.00569	0.005	0.006722	0.007615625
"ENSG00000048052"	0	0.00748	0.00534	0.005034	0.003453
"ENSG00000048405"	0.0399	0.01995	0.009975	0.016354	0.010396
"ENSG00000049540"	0.0479	0.02991	0.02267	0.018488	0.023945
"ENSG00000049541"	0.03326	0.02075	0.01611	0.020536	0.017873
"ENSG00000050327"	0.09588	0.0784	0.04625	0.034498	0.024947
"ENSG00000050344"	0.04876	0.03765	0.018825	0.008946	0.0054
"ENSG00000055118"	0.07752	0.07091	0.07831	0.068586	0.050163
"ENSG00000055130"	0.02166	0.0225	0.02304	0.010284	0.016521
"ENSG00000055609"	0.0112	0.02522	0.02462	0.033544	0.019285
"ENSG00000058091"	0.0019	0.00175	0.002285	0.002446	0.005406
"ENSG00000058404"	0.00552	0.01926	0.015385	0.033714	0.033881
"ENSG00000059377"	0.00546	0.00484	0.00699	0.0164568421052632	0.0149158974358974
"ENSG00000059378"	0.04432	0.02978	0.030595	0.013778	0.0156235897435897
"ENSG00000062582"	0.06804	0.03416	0.02408	0.03136	0.026205
"ENSG00000064393"	0	0.00441333333333333	0.0174685714285714	0.0126021052631579	0.0190974358974359
"ENSG00000064419"	0.03708	0.02874	0.022135	0.04387	0.028826
"ENSG00000065883"	0.01116	0.01569	0.022695	0.011702	0.008207
"ENSG00000066923"	0.11334	0.10708	0.081805	0.066484	0.062613
"ENSG00000070669"	0.03378	0.01689	0.008445	0.005024	0.012928
"ENSG00000070882"	0.01346	0.01495	0.01332	0.013932	0.008625
"ENSG00000071189"	0.01954	0.02104	0.015225	0.008004	0.004027
"ENSG00000071243"	0.02604	0.01551	0.009555	0.010314	0.008072
"ENSG00000071462"	0.06672	0.04452	0.03879	0.031974	0.027249
"ENSG00000073067"	0.04836	0.02697	0.03081	0.029282	0.02453
"ENSG00000075142"	0.01532	0.01461	0.02284	0.00972	0.009112
"ENSG00000075213"	0	0.00112	0.001665	0.003434	0.002316
"ENSG00000075223"	0.0087	0.01266	0.011625	0.007488	0.00517
"ENSG00000075303"	0.02608	0.02481	0.02015	0.00981	0.019221
"ENSG00000075618"	0.03744	0.02095	0.025555	0.027104	0.031528
"ENSG00000075624"	0.02274	0.0375	0.028975	0.036	0.033433
"ENSG00000075790"	0.02862	0.02712	0.025645	0.021888	0.026837
"ENSG00000077063"	0.05258	0.03413	0.025805	0.01685	0.013099
"ENSG00000077080"	0.06834	0.10414	0.084305	0.07893	0.0943957894736842
"ENSG00000077454"	0.12094	0.09369	0.07796	0.063774	0.0888157894736842
"ENSG00000077800"	0.0355	0.03912	0.03075	0.024406	0.026172
"ENSG00000077809"	0.02736	0.03002	0.03225	0.020876	0.020991
"ENSG00000078053"	0.00492	0.00948	0.009255	0.008162	0.006392
"ENSG00000078399"	0.1056	0.0741	0.060785	0.024314	0.014354
"ENSG00000078487"	0.10492	0.06558	0.06098	0.065758	0.069086
"ENSG00000078549"	0.0315	0.01575	0.007875	0.010256	0.013085
"ENSG00000078967"	0.01018	0.00523	0.02468	0.034246	0.026393
"ENSG00000080802"	0.01374	0.01728	0.0115	0.02436	0.020138
"ENSG00000081800"	0.01702	0.01806	0.00903	0.005364	0.010389
"ENSG00000081803"	0.00936	0.00689	0.0149	0.010554	0.009585
"ENSG00000082014"	0.0762	0.05732	0.04441	0.065652	0.044281
"ENSG00000085514"	0.05028	0.06009	0.05434	0.069134	0.06571
"ENSG00000085563"	0.00816	0.01065	0.01956	0.023716	0.017631
"ENSG00000085662"	0.01902	0.00951	0.00951	0.01102	0.010092
"ENSG00000086232"	0.08374	0.05517	0.048	0.03371	0.029159
"ENSG00000086288"	0.03534	0.03523	0.01986	0.00978	0.005595
"ENSG00000086289"	0	0.00812	0.01863	0.00978	0.005673
"ENSG00000086300"	0.00252	0.00708	0.00354	0.00978	0.006173
"ENSG00000086730"	0.03078	0.02544	0.01539	0.020536	0.017931
"ENSG00000087077"	0.18834	0.10226	0.0802494073121206	0.121686666666667	0.0914084210526316
"ENSG00000087085"	0.1249	0.09417	0.0915308083594541	0.12142	0.0907
"ENSG00000087087"	0.179	0.09417	0.0855184524315292	0.11862	0.0909305263157895
"ENSG00000090263"	0.00642	0.00321	0.004205	0.005022	0.009354
"ENSG00000090266"	0.02898	0.03361	0.02172	0.01808	0.012782
"ENSG00000091073"	0.0374	0.03511	0.02976	0.020614	0.013349
"ENSG00000091127"	0.0282	0.01986	0.024265	0.015374	0.01619
"ENSG00000091128"	0.05862	0.05341	0.039245	0.033654	0.028862
"ENSG00000091129"	0	0	0.006125	0.020726	0.021045
"ENSG00000091136"	0.06866	0.06669	0.04802	0.039428	0.027283
"ENSG00000091137"	0.04078	0.02367	0.033205	0.027172	0.027988
"ENSG00000091138"	0.0459	0.03771	0.025685	0.034036	0.028058
"ENSG00000091140"	0.0589	0.05001	0.036765	0.038962	0.027414
"ENSG00000091704"	0.0622	0.03755	0.02633	0.0259175	0.0177922222222222
"ENSG00000091732"	0.03244	0.01788	0.015525	0.014496	0.0158795282782974
"ENSG00000105778"	0	0	0	0.012096	0.008883
"ENSG00000105784"	0.00514	0.00769	0.00596	0.017362	0.01792
"ENSG00000105792"	0.03868	0.03385	0.02594	0.014816	0.007941
"ENSG00000105793"	0.02496	0.0191	0.022285	0.015062	0.008116
"ENSG00000105808"	0.04824	0.04881	0.040915	0.032484	0.027593
"ENSG00000105810"	0.00336	0.00278	0.002325	0.013622	0.024991
"ENSG00000105819"	0.06594	0.0418	0.0342	0.029964	0.023337
"ENSG00000105821"	0.06404	0.05455	0.03566	0.031456	0.023108
"ENSG00000105825"	0.01956	0.012	0.006	0.003464	0.003259
"ENSG00000105829"	0.01064	0.00532	0.00866	0.003464	0.005938
"ENSG00000105835"	0.02988	0.01494	0.00747	0.007236	0.006113
"ENSG00000105849"	0.02812	0.01463	0.00805	0.00322	0.004169
"ENSG00000105851"	0.06618	0.03309	0.016545	0.008994	0.008666
"ENSG00000105852"	0.0213	0.02056	0.02057	0.017546	0.011012
"ENSG00000105854"	0.02404	0.01495	0.01377	0.017336	0.009617
"ENSG00000105855"	0.02038	0.0231	0.01155	0.009738	0.010203
"ENSG00000105856"	0.03532	0.02747	0.01831	0.00956	0.013408
"ENSG00000105865"	0.03828	0.02692	0.02311	0.022052	0.025434
"ENSG00000105866"	0.00858	0.02355	0.0189	0.019284	0.017306
"ENSG00000105875"	0.04524	0.04192	0.026745	0.021374	0.019766
"ENSG00000105877"	0.04938	0.0378	0.030985	0.031256	0.019436
"ENSG00000105879"	0.04514	0.0408	0.03069	0.03294	0.028494
"ENSG00000105880"	0.0368	0.0184	0.01007	0.004502	0.002611
"ENSG00000105887"	0.0149	0.00789	0.003945	0.003886	0.009381
"ENSG00000105889"	0	0.00762	0.005145	0.005472	0.007511
"ENSG00000105894"	0	0.00501	0.002785	0.003276	0.004848
"ENSG00000105926"	0.01302	0.01446	0.014375	0.011694	0.006555
"ENSG00000105928"	0.01724	0.01833	0.0204	0.011886	0.008919
"ENSG00000105929"	0.0402	0.02858	0.020885	0.02639	0.019893
"ENSG00000105939"	0.05022	0.03965	0.02631	0.031292	0.025396
"ENSG00000105948"	0.02836	0.01689	0.027215	0.02779	0.02515
"ENSG00000105953"	0.02654	0.03165	0.031805	0.030372	0.030059
"ENSG00000105954"	0.01182	0.00725	0.01182	0.005364	0.00575
"ENSG00000105963"	0.01816	0.03316	0.041795	0.02967	0.018005
"ENSG00000105967"	0	0	0.004255	0.00561	0.003531
"ENSG00000105968"	0.00902	0.01892	0.023275	0.034348	0.027352
"ENSG00000105971"	0	0	0	0.00495	0.008387
"ENSG00000105974"	0.01074	0.01068	0.00534	0.010104	0.008884
"ENSG00000105976"	0.02436	0.03984	0.021795	0.014488	0.010612
"ENSG00000105982"	0.03752	0.02124	0.01394	0.006964	0.007862
"ENSG00000105983"	0.00876	0.00782	0.00765	0.014764	0.011061
"ENSG00000105989"	0.02166	0.01083	0.014585	0.011884	0.015622
"ENSG00000105991"	0.06942	0.05247	0.04857	0.024756	0.014296
"ENSG00000105993"	0.01452	0.01016	0.00508	0.011952	0.010774
"ENSG00000105996"	0.06942	0.05949	0.054405	0.024756	0.014296
"ENSG00000105997"	0.0762	0.08694	0.054405	0.024358	0.014308
"ENSG00000106003"	0.07202	0.04013	0.038265	0.03003	0.022827
"ENSG00000106004"	0.0798	0.09714	0.054405	0.024358	0.014259
"ENSG00000106006"	0.0853	0.08706	0.060785	0.024314	0.014102
"ENSG00000106009"	0.06892	0.05482	0.033375	0.02957	0.022827
"ENSG00000106012"	0.04978	0.05114	0.04159	0.029542	0.022608
"ENSG00000106013"	0.01712	0.01184	0.00592	0.002368	0.005127
"ENSG00000106018"	0.0103	0.00989	0.01066	0.0107687933264718	NA
"ENSG00000106025"	0.01092	0.00918	0.008655	0.007436	0.006225
"ENSG00000106028"	0.04596	0.0456	0.03391	0.022468	0.02785
"ENSG00000106031"	0.0684	0.0665	0.055745	0.024314	0.01407
"ENSG00000106034"	0.02274	0.01439	0.009045	0.012682	0.008072
"ENSG00000106038"	0.02552	0.02443	0.03325	0.024314	0.013581
"ENSG00000106049"	0	0.00232	0.005475	0.00798	0.016756
"ENSG00000106052"	0.03226	0.02895	0.0147	0.00838	0.004714
"ENSG00000106066"	0.0139	0.01137	0.00877	0.003594	0.004843
"ENSG00000106069"	0	0.00134	0.00283	0.006322	0.003897
"ENSG00000106070"	0.00972	0.00537	0.009255	0.010784	0.0117197916666667
"ENSG00000106077"	0.01956	0.03219	0.030025	0.025994	0.028565
"ENSG00000106078"	0.00804	0.00787	0.006725	0.00878	0.004927
"ENSG00000106080"	0.01508	0.02233	0.01842	0.0115	0.010454
"ENSG00000106086"	0.01574	0.01543	0.01473	0.01263	0.010064
"ENSG00000106089"	0.03768	0.04452	0.027575	0.031076	0.027527
"ENSG00000106100"	0.05578	0.03444	0.018745	0.01617	0.015502
"ENSG00000106105"	0.0444	0.02931	0.018855	0.019786	0.015727
"ENSG00000106113"	0.03102	0.02072	0.02313	0.022824	0.015137
"ENSG00000106123"	0.10502	0.05922	0.051755	0.0268972518787839	0.0246169287680359
"ENSG00000106125"	0.01208	0.01788	0.020645	0.019152	0.014572
"ENSG00000106128"	0.02696	0.02027	0.015485	0.014104	0.01256
"ENSG00000106144"	0.05494	0.05345	0.05626	0.034224	0.0380863157894737
"ENSG00000106153"	0.04708	0.04814	0.028465	0.016622	0.009556
"ENSG00000106178"	0.0072	0.00645	0.0093	0.01394	0.016595
"ENSG00000106211"	0.0337	0.03015	0.02516	0.02068	0.016156
"ENSG00000106236"	0.02592	0.01296	0.00648	0.007438	0.027107
"ENSG00000106244"	0.06272	0.05326	0.049695	0.039348	0.040675
"ENSG00000106245"	0.0778	0.05647	0.052665	0.040514	0.039768
"ENSG00000106246"	0.07462	0.0631	0.061515	0.040414	0.038874
"ENSG00000106258"	0.03408	0.04053	0.034715	0.04713	0.046725
"ENSG00000106261"	0.03384	0.04614	0.07359	0.060372	0.054655
"ENSG00000106263"	0.0489	0.02445	0.021815	0.028322	0.020211
"ENSG00000106266"	0.00704	0.0145	0.032105	0.023456	0.020592
"ENSG00000106268"	0.0546	0.0383	0.020315	0.01634	0.02048
"ENSG00000106278"	0.01608	0.04785	0.03474	0.019458	0.012913
"ENSG00000106290"	0.16692	0.14118	0.11145	0.062262	0.057706
"ENSG00000106299"	0.0246	0.01518	0.02432	0.019902	0.011973
"ENSG00000106302"	0.02892	0.01446	0.00723	0.018282	0.011973
"ENSG00000106304"	0.03162	0.01581	0.02085	0.00926	0.011973
"ENSG00000106305"	0.09366	0.07372	0.05334	0.033642	0.029408
"ENSG00000106327"	0.09678	0.09425	0.08588	0.070024	0.0919926315789474
"ENSG00000106328"	0.11344	0.05672	0.030105	0.01802	0.013092
"ENSG00000106330"	0.11698	0.10836	0.08297	0.065448	0.0941389473684211
"ENSG00000106331"	0.06688	0.0575	0.03355	0.01802	0.012875
"ENSG00000106333"	0.11702	0.11021	0.080855	0.064406	0.09668
"ENSG00000106336"	0.13748	0.10538	0.082145	0.063774	0.0986063157894737
"ENSG00000106341"	0.00936	0.01142	0.01375	0.011638	0.007133
"ENSG00000106344"	0.04764	0.05082	0.037	0.019954	0.020285
"ENSG00000106346"	0.07886	0.05096	0.038145	0.035366	0.032169
"ENSG00000106348"	0.03628	0.04105	0.041265	0.01804	0.028806
"ENSG00000106351"	0.07132	0.06498	0.083235	0.061406	0.0886621052631579
"ENSG00000106355"	0.00768	0.00384	0.011885	0.004924	0.00589
"ENSG00000106366"	0.03256	0.07166	0.11565	0.10352	0.0671147368421053
"ENSG00000106367"	0.08198	0.06363	0.062565	0.101224444444444	0.0638431578947368
"ENSG00000106384"	0.0846	0.08881	0.05052	0.0904026988094821	0.0627852631578947
"ENSG00000106392"	0	0.01134	0.00567	0.006432	0.011727
"ENSG00000106397"	0.08816	0.0829	0.05052	0.0878350779679478	0.0627852631578947
"ENSG00000106399"	0	0.00366	0.008005	0.01089	0.010812
"ENSG00000106400"	0.1057	0.06442	0.053115	0.085762	0.0627852631578947
"ENSG00000106404"	0.06906	0.05305	0.048815	0.084996	0.0627852631578947
"ENSG00000106410"	0.04752	0.07026	0.039795	0.03297	0.024327
"ENSG00000106415"	0.00408	0.0072	0.01018	0.007482	0.007285
"ENSG00000106436"	0.01362	0.00681	0.003405	0.001548	0.01208
"ENSG00000106443"	0.00684	0.0158	0.0143	0.006212	0.006627
"ENSG00000106459"	0.01084	0.01348	0.007845	0.009692	0.013127
"ENSG00000106460"	0.0165	0.00825	0.004125	0.011196	0.008659
"ENSG00000106462"	0.01814	0.02709	0.02234	0.018738	0.02012
"ENSG00000106477"	0.02428	0.02689	0.0278562017692452	0.026825	0.0177922222222222
"ENSG00000106479"	0.07618	0.04246	0.031065	0.019222	0.017105
"ENSG00000106483"	0.00812	0.01609	0.016755	0.010542	0.007539
"ENSG00000106484"	0.0339692987503164	0.0215628697900688	0.0227098124963065	0.0234575	0.0176211111111111
"ENSG00000106511"	0.00346	0.00915	0.00586	0.003048	0.002502
"ENSG00000106524"	0.02652	0.01578	0.01725	0.013738	0.007653
"ENSG00000106526"	0.0123	0.01641	0.025735	0.019324	0.018782
"ENSG00000106536"	0	0.00321	0.001605	0.00424	0.006137
"ENSG00000106537"	0.02092	0.0162	0.01622	0.011418	0.007335
"ENSG00000106538"	0.04664	0.04698	0.033805	0.021388	0.020291
"ENSG00000106541"	0.02116	0.01938	0.011295	0.010564	0.007339
"ENSG00000106546"	0.05094	0.02547	0.012735	0.005094	0.004396
"ENSG00000106554"	0	0.00265	0.00209	0.0024	0.003951
"ENSG00000106560"	0.02236	0.02039	0.01921	0.023242	0.046947
"ENSG00000106565"	0.03066	0.01533	0.028455	0.043584	0.052032
"ENSG00000106571"	0.00212	0.00349	0.0077	0.00982	0.006191
"ENSG00000106588"	0.05432	0.02716	0.01358	0.005432	0.003517
"ENSG00000106591"	0.02552	0.02716	0.01358	0.005432	0.00366
"ENSG00000106603"	0.00528	0.01122	0.00843	0.020222	0.023683
"ENSG00000106605"	0.01782	0.00891	0.020975	0.01663	0.02646
"ENSG00000106608"	0.05824	0.03879	0.022415	0.03334	0.026429
"ENSG00000106609"	0.0189	0.01074	0.01341	0.01029	0.006541
"ENSG00000106615"	0.0082	0.00555	0.01392	0.012946	0.037683
"ENSG00000106617"	0.00188	0.00312	0.00367	0.004718	0.026206
"ENSG00000106624"	0.10174	0.10293	0.058775	0.038528	0.028966
"ENSG00000106628"	0.11746	0.09169	0.059465	0.03752	0.028966
"ENSG00000106631"	0.07098	0.07432	0.06553	0.031946	0.028407
"ENSG00000106633"	0.02218	0.0357	0.059865	0.032584	0.028613
"ENSG00000106635"	0.02632	0.03598	0.043345	0.04016	0.022967
"ENSG00000106636"	0.03244	0.02779	0.04808	0.031832	0.030903
"ENSG00000106638"	0.06236	0.04532	0.04087	0.035186	0.024641
"ENSG00000106648"	0.02052	0.01384	0.00692	0.031934	0.020084
"ENSG00000106665"	0.02518	0.02929	0.01761	0.020094	0.021504
"ENSG00000106682"	0.01494	0.01704	0.022415	0.020536	0.019022
"ENSG00000106683"	0.04278	0.03569	0.026405	0.017108	0.021738
"ENSG00000117868"	0.02178	0.02775	0.023595	0.01969	0.012134
"ENSG00000121716"	0.03008	0.03996	0.042835	0.071348	0.06258
"ENSG00000122507"	0.0171	0.01114	0.0074	0.005526	0.009118
"ENSG00000122512"	0.0637	0.08004	0.0559	0.035312	0.02904
"ENSG00000122515"	0.05526	0.03265	0.031745	0.035262	0.027685
"ENSG00000122543"	0.02056	0.02253	0.024875	0.028668	0.028111
"ENSG00000122545"	0.00944	0.01225	0.00712	0.006034	0.005567
"ENSG00000122547"	0.00104	0.00052	0.009345	0.014906	0.010881
"ENSG00000122548"	0.00834	0.00417	0.002085	0.004816	0.006502
"ENSG00000122550"	0.02536	0.0251	0.018	0.019224	0.01238
"ENSG00000122557"	0.00694	0.01221	0.006105	0.00529	0.005239
"ENSG00000122565"	0.0603	0.03195	0.018825	0.008946	0.005684
"ENSG00000122566"	0.0639	0.03765	0.018825	0.008946	0.005684
"ENSG00000122574"	0.02018	0.01452	0.01322	0.01032	0.008313
"ENSG00000122584"	0	0	0	0.001632	0.002604
"ENSG00000122585"	0.00588	0.00294	0.00147	0.000588	0.004112
"ENSG00000122591"	0.02006	0.02053	0.010265	0.013354	0.012055
"ENSG00000122592"	0.0854	0.08742	0.060785	0.024314	0.014263
"ENSG00000122641"	0.02562	0.01281	0.006405	0.002562	0.006067
"ENSG00000122642"	0.0376	0.02879	0.015655	0.012322	0.010278
"ENSG00000122643"	0.02502	0.02072	0.019235	0.01347	0.0103
"ENSG00000122644"	0.01206	0.01341	0.01137	0.005742	0.008469
"ENSG00000122674"	0.04104	0.03993	0.03558	0.035044	0.027069
"ENSG00000122678"	0.07224	0.08951	0.06131	0.038528	0.028819
"ENSG00000122679"	0.0092	0.0046	0.03852	0.023444	0.020586
"ENSG00000122687"	0.06006	0.0383	0.020315	0.01634	0.022566
"ENSG00000122691"	0	0.00609	0.00649	0.004042	0.004372
"ENSG00000122778"	0.08158	0.05097	0.029635	0.02832	0.02424
"ENSG00000122779"	0.01558	0.0165	0.016845	0.01431	0.014541
"ENSG00000122783"	0.01556	0.02166	0.03024	0.021476	0.018437
"ENSG00000122786"	0.00142	0.00124	0.01058	0.011936	0.014077
"ENSG00000122787"	0.00186	0.00856	0.00542	0.006802	0.006477
"ENSG00000126522"	0.02796	0.01731	0.009695	0.011166	0.006693
"ENSG00000126524"	0.02646	0.02682	0.01541	0.01107	0.006406
"ENSG00000126870"	0.03334	0.03246	0.0186	0.020514	NA
"ENSG00000127362"	0.04548	0.04363	0.033565	0.022468	0.02785
"ENSG00000127364"	0.05502	0.03367	0.030685	0.024256	0.02785
"ENSG00000127366"	0.036	0.03848	0.02939	0.0267	0.02785
"ENSG00000127377"	0.01314	0.02014	0.023815	0.025532	0.040901
"ENSG00000127399"	0.04664	0.05078	0.033805	0.021388	0.020315
"ENSG00000127412"	0.074	0.07573	0.051495	0.026952	0.0287621052631579
"ENSG00000127914"	0.08876	0.06321	0.064125	0.039316	0.029078
"ENSG00000127920"	0.00984	0.012	0.00866	0.003464	0.00597
"ENSG00000127922"	0	0.00028	0.00148	0.001494	0.004822
"ENSG00000127928"	0	0	0	0.003426	0.006306
"ENSG00000127946"	0.00066	0.00378	0.015135	0.018144	0.0148960815263382
"ENSG00000127947"	0.0168	0.02123	0.011715	0.013662	0.01536
"ENSG00000127948"	0.00376	0.02375	0.022255	0.012508	0.015757
"ENSG00000127951"	0.0264	0.01769	0.02096	0.013514	0.009229
"ENSG00000127952"	0.01698	0.04132	0.02197	0.013726	0.01867
"ENSG00000127954"	0.02832	0.01416	0.01091	0.009566	0.008722
"ENSG00000127955"	0.00686	0.01065	0.005325	0.00213	0.003549
"ENSG00000127980"	0.08602	0.06688	0.041285	0.024278	0.027597
"ENSG00000127989"	0	0	0.006	0.011178	0.019658
"ENSG00000127990"	0.02654	0.02555	0.02299	0.0181	0.010586
"ENSG00000127993"	0.05778	0.05806	0.042955	0.02455	0.026577
"ENSG00000127995"	0.04788	0.02394	0.01877	0.0181	0.010445
"ENSG00000128510"	0.02908	0.02859	0.032605	0.0256476041988742	0.0183677777777778
"ENSG00000128512"	0.01058	0.01029	0.011215	0.012318	0.008682
"ENSG00000128513"	0.02016	0.01774	0.010085	0.007718	0.003859
"ENSG00000128519"	0.01752	0.00876	0.00438	0.006042	0.007448
"ENSG00000128524"	0.14422	0.09435	0.076575	0.041938	0.028023
"ENSG00000128534"	0.00656	0.011	0.00592	0.002368	0.006345
"ENSG00000128536"	0.0083	0.01052	0.01471	0.007994	0.012942
"ENSG00000128563"	0.00982	0.00912	0.03977	0.039214	0.024403
"ENSG00000128564"	0.0718	0.07472	0.062355	0.0972062186452997	0.0633978947368421
